time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2017-01-24T05:18:50.500Z,35.505,-97.2263,6.038,2.9,ml,,38,,0.44,us,us10007v4g,2020-03-20T01:40:54.252Z,"3 km ENE of Choctaw, Oklahoma",earthquake,1.2,2.8,,,reviewed,tul,tul
2017-01-23T21:21:08.500Z,36.7658,-98.0675,6.589,3.1,ml,,55,,0.34,us,us10007v2h,2017-04-19T18:30:57.040Z,"Oklahoma",earthquake,1.4,4.1,,,reviewed,tul,tul
2017-01-22T22:53:16.600Z,36.2944,-97.532,7.284,2.7,ml,,25,,0.28,us,us10007uwm,2017-04-19T18:30:55.040Z,"5 km ESE of Covington, Oklahoma",earthquake,1.4,7.2,,,reviewed,tul,tul
2017-01-22T16:21:29.800Z,36.5296,-98.9607,4.39,2.5,ml,,78,,0.49,us,us10007uus,2017-04-19T18:30:55.040Z,"9 km SW of Waynoka, Oklahoma",earthquake,2.8,6.4,,,reviewed,tul,tul
2017-01-22T11:36:09.400Z,36.3938,-96.8889,3.857,2.6,ml,,56,,0.26,us,us10007utf,2017-04-19T18:30:55.040Z,"9 km NW of Pawnee, Oklahoma",earthquake,2.2,4.6,,,reviewed,tul,tul
2017-01-22T08:21:00.500Z,36.4432,-96.9735,3.94,3,ml,,32,,0.41,us,us10007ust,2017-04-19T18:30:55.040Z,"16 km N of Morrison, Oklahoma",earthquake,2,4.4,,,reviewed,tul,tul
2017-01-21T23:05:03.500Z,36.6679,-97.5817,6.931,2.6,ml,,59,,0.56,us,us10007up4,2017-04-12T02:29:04.040Z,"3 km SW of Lamont, Oklahoma",earthquake,1,7.2,,,reviewed,tul,tul
2017-01-21T04:02:25.600Z,36.6627,-97.579,1,2.7,ml,,58,,0.46,us,us10007ukn,2017-04-12T02:29:03.040Z,"3 km SSW of Lamont, Oklahoma",earthquake,0.7,7.6,,,reviewed,tul,tul
2017-01-19T21:30:04.900Z,36.7629,-98.0624,7.678,3.3,ml,,54,,0.34,us,us10007u6w,2017-04-12T02:29:02.040Z,"Oklahoma",earthquake,1.3,7.7,,,reviewed,tul,tul
2017-01-19T15:31:05.800Z,36.8787,-97.428,5,2.6,ml,,71,,0.34,us,us10007u5d,2017-04-12T02:29:01.040Z,"8 km N of Nardin, Oklahoma",earthquake,1,2.3,,,reviewed,tul,tul
2017-01-19T05:18:23.300Z,36.8437,-98.2415,5.338,2.5,ml,,96,,0.4,us,us10007u25,2017-04-12T02:29:01.040Z,"7 km SE of Byron, Oklahoma",earthquake,1.7,6.9,,,reviewed,tul,tul
2017-01-19T04:02:08.200Z,36.2947,-96.6881,3.601,2.8,ml,,54,,0.55,us,us10007u1l,2017-04-12T02:29:01.040Z,"5 km N of Maramec, Oklahoma",earthquake,1.8,7.2,,,reviewed,tul,tul
2017-01-18T19:54:41.900Z,35.6433,-98.0215,5.347,2.5,ml,,56,,0.6,us,us10007u05,2017-04-12T02:29:01.040Z,"9 km ENE of Calumet, Oklahoma",earthquake,1.3,3.4,,,reviewed,tul,tul
2017-01-18T13:08:17.750Z,36.4745,-98.828,13.04,2.6,mb_lg,,153,0.251,0.19,us,us10007txd,2017-04-12T02:29:00.040Z,"12 km SSE of Waynoka, Oklahoma",earthquake,2.8,7.8,0.085,36,reviewed,us,us
2017-01-17T20:59:44.000Z,35.8141,-97.4268,7.026,2.6,ml,,28,,0.26,us,us10007tsg,2017-04-12T02:28:59.040Z,"7 km S of Guthrie, Oklahoma",earthquake,1.1,3.6,,,reviewed,tul,tul
2017-01-17T08:47:02.300Z,36.5251,-98.9886,4.724,2.7,ml,,65,,0.62,us,us10007tmd,2017-04-12T02:28:59.040Z,"9 km NNE of Quinlan, Oklahoma",earthquake,1.9,5.5,,,reviewed,tul,tul
2017-01-17T04:42:44.100Z,36.5074,-98.4797,4.131,2.5,ml,,54,,0.38,us,us10007tln,2017-04-12T02:28:59.040Z,"2 km W of Aline, Oklahoma",earthquake,1.7,7.8,,,reviewed,tul,tul
2017-01-16T21:02:16.500Z,36.4468,-98.7796,7.911,2.6,ml,,50,,0.36,us,us10007tk3,2017-04-12T02:28:58.040Z,"17 km SSE of Waynoka, Oklahoma",earthquake,1.6,3.2,,,reviewed,tul,tul
2017-01-16T06:27:07.700Z,35.9593,-97.3667,6.855,2.8,ml,,27,,0.32,us,us10007tgc,2017-04-12T02:28:58.040Z,"10 km W of Langston, Oklahoma",earthquake,0.7,4.7,,,reviewed,tul,tul
2017-01-16T04:58:22.800Z,36.8801,-97.4267,7.975,2.7,ml,,104,,0.33,us,us10007tg1,2017-04-12T02:28:57.040Z,"8 km NNE of Nardin, Oklahoma",earthquake,1.4,4.6,,,reviewed,tul,tul
2017-01-15T19:01:03.000Z,35.6712,-97.4008,6.793,2.8,ml,,24,,0.35,us,us10007tej,2020-03-20T01:40:19.978Z,"6 km W of Arcadia, Oklahoma",earthquake,1.2,5,,,reviewed,tul,tul
2017-01-15T11:04:35.700Z,36.5319,-98.9602,5.513,2.6,ml,,59,,0.69,us,us10007tdl,2017-04-12T02:28:57.040Z,"9 km SW of Waynoka, Oklahoma",earthquake,2.2,5.2,,,reviewed,tul,tul
2017-01-15T05:19:46.900Z,36.4493,-98.7751,7.503,3.4,ml,,49,,0.35,us,us10007tca,2017-04-12T02:28:56.040Z,"17 km SSE of Waynoka, Oklahoma",earthquake,5.1,7.7,,,reviewed,tul,tul
2017-01-12T14:32:42.100Z,36.5327,-98.9614,4.987,2.6,ml,,67,,0.45,us,us10007svb,2017-04-01T00:26:10.040Z,"9 km SW of Waynoka, Oklahoma",earthquake,1.8,4.2,,,reviewed,tul,tul
2017-01-12T06:46:15.200Z,36.3654,-98.1975,7.106,2.7,ml,,57,,0.63,us,us10007szv,2017-04-01T00:26:10.040Z,"2 km SW of Meno, Oklahoma",earthquake,1.7,6.5,,,reviewed,tul,tul
2017-01-11T22:22:42.800Z,36.5249,-98.9825,5,2.5,ml,,85,,0.5,us,us10007t00,2017-04-01T00:26:09.040Z,"9 km NE of Quinlan, Oklahoma",earthquake,1.6,5.4,,,reviewed,tul,tul
2017-01-11T21:49:06.600Z,36.4496,-98.777,7.955,2.8,ml,,49,,0.24,us,us10007smr,2017-04-01T00:26:09.040Z,"17 km SSE of Waynoka, Oklahoma",earthquake,2.1,6.1,,,reviewed,tul,tul
2017-01-11T21:34:27.500Z,36.5297,-98.98,6.147,3.1,ml,,73,,0.28,us,us10007sml,2017-04-01T00:26:09.040Z,"10 km NE of Quinlan, Oklahoma",earthquake,1.7,6.1,,,reviewed,tul,tul
2017-01-11T21:12:13.800Z,36.5278,-98.9799,5.347,2.6,ml,,83,,0.23,us,us10007sm6,2017-04-01T00:26:09.040Z,"10 km NE of Quinlan, Oklahoma",earthquake,1.8,2.6,,,reviewed,tul,tul
2017-01-11T20:50:01.400Z,36.5256,-98.9831,6.33,2.8,ml,,68,,0.56,us,us10007sm1,2017-04-01T00:26:09.040Z,"9 km NE of Quinlan, Oklahoma",earthquake,3,5.4,,,reviewed,tul,tul
2017-01-11T20:24:20.500Z,36.5248,-98.9814,5.967,2.5,ml,,81,,0.44,us,us10007slt,2017-04-01T00:26:09.040Z,"9 km NE of Quinlan, Oklahoma",earthquake,2.7,4.8,,,reviewed,tul,tul
2017-01-10T16:16:43.100Z,36.2692,-97.3474,7.874,2.6,ml,,28,,0.44,us,us10007sdc,2017-04-01T00:26:07.040Z,"5 km WSW of Perry, Oklahoma",earthquake,1.3,4.6,,,reviewed,tul,tul
2017-01-10T08:29:05.200Z,36.7026,-97.6747,7.694,2.8,ml,,50,,0.45,us,us10007saz,2017-04-01T00:26:07.040Z,"10 km W of Lamont, Oklahoma",earthquake,0.8,6.4,,,reviewed,tul,tul
2017-01-10T06:22:29.600Z,36.4174,-98.1347,5.866,3.3,ml,,41,,0.17,us,us10007s9d,2017-04-01T00:26:07.040Z,"Oklahoma",earthquake,1,2.9,,,reviewed,tul,tul
2017-01-09T20:39:59.900Z,36.7026,-97.6719,7.798,3.2,mwr,,50,,0.13,us,us10007s68,2017-04-01T00:26:06.040Z,"10 km W of Lamont, Oklahoma",earthquake,0.7,5,,11,reviewed,tul,slm
2017-01-09T20:23:17.200Z,36.7032,-97.6726,7.383,2.5,ml,,50,,0.2,us,us10007s62,2017-04-01T00:26:06.040Z,"10 km W of Lamont, Oklahoma",earthquake,1.3,1.9,,,reviewed,tul,tul
2017-01-09T15:16:55.700Z,36.2396,-97.2292,7.988,2.5,ml,,27,,0.64,us,us10007s4h,2017-04-01T00:26:06.040Z,"7 km SE of Perry, Oklahoma",earthquake,1.5,6.5,,,reviewed,tul,tul
2017-01-08T06:35:52.500Z,36.4052,-96.7114,2.645,2.6,ml,,71,,0.32,us,us10007ryh,2017-04-01T00:26:04.040Z,"2 km NNW of Skedee, Oklahoma",earthquake,1.1,7.1,,,reviewed,tul,tul
2017-01-08T02:02:36.900Z,36.9138,-97.5796,6.624,3,ml,,50,,0.57,us,us10007ry0,2017-04-01T00:26:04.040Z,"6 km E of Renfrow, Oklahoma",earthquake,1.4,7.5,,,reviewed,tul,tul
2017-01-07T10:47:16.000Z,36.2812,-96.9296,8.59,2.5,ml,,27,,0.56,us,us10007rux,2017-03-27T23:53:26.040Z,"5 km N of Glencoe, Oklahoma",earthquake,0.9,3.7,,,reviewed,tul,tul
2017-01-07T00:44:25.400Z,36.4505,-98.7901,5.608,2.5,ml,,67,,0.9,us,us10007szy,2017-03-27T23:53:25.040Z,"16 km SSE of Waynoka, Oklahoma",earthquake,2,6.8,,,reviewed,tul,tul
2017-01-06T23:46:48.000Z,35.8665,-97.3132,6.115,2.8,ml,,25,,0.32,us,us10007rsa,2017-03-27T23:53:25.040Z,"6 km WNW of Meridian, Oklahoma",earthquake,1.1,4.8,,,reviewed,tul,tul
2017-01-05T04:16:02.500Z,36.2444,-96.9991,4.455,2.8,ml,,26,,0.39,us,us10007r9p,2017-03-27T23:53:23.040Z,"5 km S of Morrison, Oklahoma",earthquake,2,7.4,,,reviewed,tul,tul
2017-01-05T03:37:20.400Z,36.6171,-98.0562,7.117,2.6,ml,,46,,0.49,us,us10007r9n,2017-03-27T23:53:23.040Z,"5 km S of Nash, Oklahoma",earthquake,1.6,5.6,,,reviewed,tul,tul
2017-01-05T02:55:34.300Z,35.6703,-97.3995,7.069,3.1,ml,,33,,0.27,us,us10007r9j,2020-03-20T01:39:42.771Z,"6 km W of Arcadia, Oklahoma",earthquake,1.8,5.2,,,reviewed,tul,tul
2017-01-04T23:18:17.500Z,35.7814,-97.4681,6.881,2.7,ml,,37,,0.17,us,us10007r8y,2017-03-27T23:53:23.040Z,"11 km SSW of Guthrie, Oklahoma",earthquake,1.1,2.2,,,reviewed,tul,tul
2017-01-04T06:09:54.300Z,36.2847,-97.5023,6.501,2.6,ml,,50,,0.47,us,us10007pm6,2017-03-27T23:53:22.040Z,"4 km WNW of Lucien, Oklahoma",earthquake,1.8,7.2,,,reviewed,tul,tul
2017-01-03T18:30:11.800Z,35.9674,-97.8208,6.054,2.5,ml,,31,,0.53,us,us10007phh,2017-03-27T23:53:20.040Z,"8 km E of Dover, Oklahoma",earthquake,1.1,2.6,,,reviewed,tul,tul
2017-01-03T08:48:35.100Z,35.7813,-97.4675,6.913,2.5,ml,,31,,0.42,us,us10007pfi,2017-03-27T23:53:20.040Z,"11 km SSW of Guthrie, Oklahoma",earthquake,1.7,3.3,,,reviewed,tul,tul
2017-01-02T19:44:23.000Z,36.4199,-96.9186,3.044,3.5,ml,,22,,0.31,us,us10007pbb,2017-03-27T23:53:19.040Z,"13 km NW of Pawnee, Oklahoma",earthquake,1.4,7.9,,,reviewed,tul,tul
2017-01-02T17:29:45.300Z,36.1258,-96.8742,4.069,2.7,ml,,28,,0.3,us,us10007pak,2017-03-27T23:53:19.040Z,"12 km NNE of Ripley, Oklahoma",earthquake,1.2,0.6,,,reviewed,tul,tul
2017-01-02T15:28:40.100Z,36.3961,-96.8858,4.241,3.4,ml,,41,,0.49,us,us10007p9i,2017-03-27T23:53:19.040Z,"9 km NW of Pawnee, Oklahoma",earthquake,1.7,1.3,,,reviewed,tul,tul
2017-01-02T15:25:35.000Z,36.3968,-96.8859,4.152,3.3,ml,,41,,0.57,us,us10007p9h,2017-03-27T23:53:18.040Z,"9 km NW of Pawnee, Oklahoma",earthquake,1.7,3.5,,,reviewed,tul,tul
2017-01-01T20:16:19.520Z,35.4361,-97.9431,5,2.6,mb_lg,,64,0.35,0.31,us,us10007p4e,2017-03-27T23:53:17.040Z,"4 km N of Union City, Oklahoma",earthquake,1.5,1.8,0.089,33,reviewed,us,us
2017-01-01T06:43:01.400Z,36.2856,-97.5017,4.179,3,ml,,58,,0.61,us,us10007p1y,2017-03-27T23:53:16.040Z,"4 km WNW of Lucien, Oklahoma",earthquake,0.7,7.8,,,reviewed,tul,tul
2017-01-01T02:29:41.700Z,35.2542,-97.7694,4.194,2.6,ml,,51,,0.52,us,us10007p0u,2017-03-27T23:53:16.040Z,"3 km NW of Bridge Creek, Oklahoma",earthquake,2.5,7.7,,,reviewed,tul,tul
2016-12-31T20:49:10.500Z,35.9648,-97.8297,8.179,2.5,ml,,97,,0.55,us,us10007nxb,2017-03-23T22:52:11.040Z,"7 km ESE of Dover, Oklahoma",earthquake,0.7,7.1,,,reviewed,tul,tul
2016-12-31T20:05:14.180Z,34.6095,-96.2741,5,2.7,ml,,72,0.728,0.67,us,us10007nx0,2017-03-23T22:52:11.040Z,"6 km E of Centrahoma, Oklahoma",earthquake,1,1.9,,,reviewed,us,tul
2016-12-31T16:05:10.600Z,36.4445,-96.8906,4.108,2.9,ml,,49,,0.35,us,us10007nwi,2017-03-23T22:52:11.040Z,"14 km NNW of Pawnee, Oklahoma",earthquake,1.2,4.7,,,reviewed,tul,tul
2016-12-30T23:20:32.900Z,36.2665,-97.3431,7.844,2.6,ml,,75,,0.42,us,us10007nu4,2017-03-23T22:52:10.040Z,"5 km WSW of Perry, Oklahoma",earthquake,1,5.9,,,reviewed,tul,tul
2016-12-30T20:13:47.390Z,36.2658,-97.3605,6.47,2.7,ml,,70,0.301,0.22,us,us20008fr2,2017-03-23T22:52:10.040Z,"7 km WSW of Perry, Oklahoma",earthquake,0.7,5,0.049,54,reviewed,us,us
2016-12-30T20:12:44.900Z,36.2667,-97.3454,6.352,3.1,ml,,48,,0.21,us,us10007ntg,2017-03-23T22:52:10.040Z,"5 km WSW of Perry, Oklahoma",earthquake,1,1.3,,,reviewed,tul,tul
2016-12-30T20:11:33.690Z,36.4691,-98.7922,13.11,2.6,mb_lg,,84,0.041,0.4,us,us10007nte,2017-03-23T22:52:10.040Z,"14 km SSE of Waynoka, Oklahoma",earthquake,3.1,5.9,0.124,17,reviewed,us,us
2016-12-30T20:06:26.200Z,35.6713,-97.4026,6.954,2.8,ml,,31,,0.23,us,us10007ntb,2017-03-23T22:52:10.040Z,"6 km W of Arcadia, Oklahoma",earthquake,1,2.9,,,reviewed,tul,tul
2016-12-30T18:19:23.800Z,35.8676,-97.2156,6.596,2.7,ml,,29,,0.33,us,us10007nsq,2017-03-23T22:52:10.040Z,"4 km NE of Meridian, Oklahoma",earthquake,0.8,3.3,,,reviewed,tul,tul
2016-12-30T11:22:01.800Z,35.6709,-97.4005,6.875,2.9,ml,,24,,0.47,us,us10007nr7,2017-03-23T22:52:10.040Z,"6 km W of Arcadia, Oklahoma",earthquake,1.3,4.3,,,reviewed,tul,tul
2016-12-30T08:50:00.100Z,35.9386,-96.8262,4.576,2.6,ml,,54,,0.19,us,us10007nqi,2017-03-23T22:52:09.040Z,"6 km NE of Agra, Oklahoma",earthquake,1.2,3.6,,,reviewed,tul,tul
2016-12-30T03:12:48.900Z,36.1714,-97.2733,8.101,2.8,ml,,22,,0.53,us,us10007nnh,2017-03-23T22:52:09.040Z,"9 km ENE of Orlando, Oklahoma",earthquake,1.5,7.5,,,reviewed,tul,tul
2016-12-30T01:17:54.500Z,36.8648,-98.3463,5.802,2.6,ml,,105,,0.43,us,us10007nmh,2017-03-23T22:52:09.040Z,"6 km SW of Byron, Oklahoma",earthquake,1.6,6.1,,,reviewed,tul,tul
2016-12-29T23:18:54.200Z,35.6733,-97.396,5.717,3.2,ml,,31,,0.44,us,us10007phw,2020-03-20T01:40:01.559Z,"6 km W of Arcadia, Oklahoma",earthquake,1,6,,,reviewed,tul,tul
2016-12-29T23:18:41.700Z,35.6699,-97.3975,6.68,3,ml,,25,,0.48,us,us10007nlt,2019-02-14T17:58:20.476Z,"6 km W of Arcadia, Oklahoma",earthquake,1.2,3.9,,,reviewed,tul,tul
2016-12-29T23:06:04.600Z,36.8393,-97.7513,5.83,2.8,ml,,34,,0.61,us,us10007nln,2017-03-23T22:52:09.040Z,"3 km NNW of Medford, Oklahoma",earthquake,1.1,5.3,,,reviewed,tul,tul
2016-12-29T09:49:14.800Z,36.4338,-96.9055,4.68,2.8,ml,,51,,0.36,us,us10007nii,2017-03-23T22:52:08.040Z,"14 km NW of Pawnee, Oklahoma",earthquake,1.6,4,,,reviewed,tul,tul
2016-12-29T03:33:29.500Z,35.9426,-96.8223,4.055,2.6,ml,,26,,0.46,us,us10007nts,2017-03-23T22:52:08.040Z,"6 km SW of Cushing, Oklahoma",earthquake,2.2,4.6,,,reviewed,tul,tul
2016-12-29T00:53:17.900Z,36.3092,-98.2339,5.35,2.8,ml,,52,,0.19,us,us10007ng2,2017-03-23T22:52:08.040Z,"7 km S of Ringwood, Oklahoma",earthquake,0.6,2.6,,,reviewed,tul,tul
2016-12-28T04:14:22.200Z,36.4444,-98.7774,5.147,3.4,ml,,50,,0.63,us,us10007n4l,2017-03-23T22:52:06.040Z,"17 km SSE of Waynoka, Oklahoma",earthquake,3,7.2,,,reviewed,tul,tul
2016-12-27T17:29:29.400Z,36.9607,-97.6522,6.544,2.7,ml,,61,,0.32,us,us10007n1z,2017-03-23T22:52:05.040Z,"3 km N of Renfrow, Oklahoma",earthquake,1.1,4.5,,,reviewed,tul,tul
2016-12-26T17:12:07.200Z,35.8678,-96.6823,5.871,2.5,ml,,43,,0.39,us,us10007mx1,2017-03-23T22:52:04.040Z,"10 km WSW of Shamrock, Oklahoma",earthquake,2,7.6,,,reviewed,tul,tul
2016-12-26T16:38:45.000Z,34.6147,-96.2319,4.602,2.5,ml,,90,,0.44,us,us10007mws,2017-03-23T22:52:04.040Z,"8 km N of Coalgate, Oklahoma",earthquake,4,7.9,,,reviewed,tul,tul
2016-12-25T14:32:06.500Z,36.4435,-98.7871,6.96,2.5,ml,,68,,0.41,us,us10007ris,2017-03-23T22:52:02.040Z,"17 km SSE of Waynoka, Oklahoma",earthquake,2.6,7.4,,,reviewed,tul,tul
2016-12-25T13:44:50.400Z,35.8662,-96.6828,5.352,2.6,ml,,43,,0.31,us,us10007mmm,2017-03-23T22:52:02.040Z,"10 km WSW of Shamrock, Oklahoma",earthquake,1.4,5.6,,,reviewed,tul,tul
2016-12-24T23:17:31.300Z,36.3097,-97.7377,4.695,2.9,ml,,31,,0.26,us,us10007mkb,2017-03-23T22:52:01.040Z,"5 km SSW of Fairmont, Oklahoma",earthquake,1.3,7.8,,,reviewed,tul,tul
2016-12-24T22:30:36.400Z,36.4464,-98.7754,5.063,2.6,ml,,49,,0.33,us,us10007mk4,2017-03-23T22:52:01.040Z,"Oklahoma",earthquake,1.9,4.9,,,reviewed,tul,tul
2016-12-24T20:53:01.700Z,36.8289,-97.769,7.358,2.7,ml,,33,,0.23,us,us10007mjk,2017-03-23T22:52:01.040Z,"3 km NW of Medford, Oklahoma",earthquake,1.2,5.3,,,reviewed,tul,tul
2016-12-24T16:17:40.800Z,35.8473,-97.3756,5.063,2.5,ml,,29,,0.18,us,us10007mik,2017-03-23T22:52:01.040Z,"5 km SE of Guthrie, Oklahoma",earthquake,1.2,4.2,,,reviewed,tul,tul
2016-12-24T12:13:50.000Z,36.8438,-98.242,6.427,2.5,ml,,97,,0.39,us,us10007mhv,2017-03-23T22:52:01.040Z,"7 km SE of Byron, Oklahoma",earthquake,2.7,2.7,,,reviewed,tul,tul
2016-12-24T04:08:52.300Z,36.3993,-96.8885,4.53,3.6,ml,,41,,0.47,us,us10007mfr,2017-03-23T22:52:00.040Z,"10 km NW of Pawnee, Oklahoma",earthquake,2.2,4.1,,,reviewed,tul,tul
2016-12-24T02:24:35.300Z,36.5286,-98.9709,5.56,3,ml,,54,,0.48,us,us10007mfa,2017-03-23T22:52:00.040Z,"10 km SW of Waynoka, Oklahoma",earthquake,2.8,7.4,,,reviewed,tul,tul
2016-12-23T23:46:41.900Z,36.5323,-98.968,5.113,2.5,ml,,79,,0.77,us,us10007mdz,2017-03-23T22:52:00.040Z,"9 km SW of Waynoka, Oklahoma",earthquake,1.7,5,,,reviewed,tul,tul
2016-12-23T21:30:59.200Z,36.5311,-98.9679,4.537,3.4,ml,,57,,0.65,us,us10007mcx,2017-03-23T22:52:00.040Z,"9 km SW of Waynoka, Oklahoma",earthquake,2.6,7.3,,,reviewed,tul,tul
2016-12-23T21:20:27.300Z,36.5333,-98.9637,4.881,2.6,ml,,59,,0.6,us,us10007mcp,2017-03-23T22:52:00.040Z,"9 km SW of Waynoka, Oklahoma",earthquake,1.5,5.3,,,reviewed,tul,tul
2016-12-23T20:45:05.300Z,36.5341,-98.9667,6.012,3.4,ml,,60,,0.52,us,us10007mca,2017-03-23T22:52:00.040Z,"9 km SW of Waynoka, Oklahoma",earthquake,1.4,2.3,,,reviewed,tul,tul
2016-12-23T05:58:56.200Z,34.6188,-96.2255,4.316,2.5,ml,,90,,0.32,us,us10007m6f,2017-03-23T22:51:59.040Z,"8 km N of Coalgate, Oklahoma",earthquake,2.2,3.7,,,reviewed,tul,tul
2016-12-23T03:25:08.500Z,35.8492,-97.3754,5.954,2.8,ml,,27,,0.24,us,us10007m62,2017-03-23T22:51:59.040Z,"5 km SE of Guthrie, Oklahoma",earthquake,1,5.3,,,reviewed,tul,tul
2016-12-22T14:58:02.300Z,36.8449,-98.239,6.205,2.6,ml,,80,,0.38,us,us10007lzz,2017-03-16T02:31:33.040Z,"8 km SE of Byron, Oklahoma",earthquake,1.7,7.2,,,reviewed,tul,tul
2016-12-22T14:21:44.700Z,35.6705,-97.4011,6.842,3.3,ml,,27,,0.18,us,us10007lzv,2020-03-20T01:39:23.406Z,"6 km W of Arcadia, Oklahoma",earthquake,0.6,4.1,,,reviewed,tul,tul
2016-12-22T10:21:04.800Z,36.3921,-97.6383,4.935,2.5,ml,,31,,0.34,us,us10007lyn,2017-03-16T02:31:33.040Z,"6 km SW of Garber, Oklahoma",earthquake,0.8,7.1,,,reviewed,tul,tul
2016-12-22T01:58:57.000Z,36.4457,-98.7749,6.072,3,ml,,49,,0.51,us,us10007lvi,2017-03-16T02:31:33.040Z,"17 km SSE of Waynoka, Oklahoma",earthquake,3.4,7.1,,,reviewed,tul,tul
2016-12-21T20:59:32.000Z,36.4445,-98.7795,6.005,2.6,ml,,66,,1.16,us,us10007lsl,2017-03-16T02:31:32.040Z,"17 km SSE of Waynoka, Oklahoma",earthquake,1.6,5.9,,,reviewed,tul,tul
2016-12-21T17:52:03.500Z,36.6311,-98.4879,2.445,2.9,ml,,61,,0.2,us,us10007lrw,2017-03-16T02:31:32.040Z,"6 km NNW of Carmen, Oklahoma",earthquake,1.3,5.7,,,reviewed,tul,tul
2016-12-21T17:39:52.100Z,36.3947,-97.3232,7.461,2.6,ml,,38,,0.45,us,us10007lrv,2017-03-16T02:31:32.040Z,"Oklahoma",earthquake,0.9,4.5,,,reviewed,tul,tul
2016-12-21T14:13:38.100Z,36.6317,-98.4859,2.128,2.5,ml,,84,,0.17,us,us10007lq2,2017-03-16T02:31:32.040Z,"6 km NNW of Carmen, Oklahoma",earthquake,1.9,5.2,,,reviewed,tul,tul
2016-12-21T12:46:16.900Z,36.4028,-96.7096,1.991,2.6,ml,,71,,0.55,us,us10007lpk,2017-03-16T02:31:32.040Z,"2 km N of Skedee, Oklahoma",earthquake,1.4,7.2,,,reviewed,tul,tul
2016-12-20T14:03:07.200Z,36.1717,-96.7699,4.264,3.2,ml,,44,,0.27,us,us200082tv,2017-03-16T02:31:31.040Z,"5 km WNW of Quay, Oklahoma",earthquake,0.9,2.7,,,reviewed,tul,tul
2016-12-20T09:32:19.400Z,34.6053,-96.2282,4.796,3.1,ml,,90,,0.69,us,us200082r8,2017-03-16T02:31:30.040Z,"7 km N of Coalgate, Oklahoma",earthquake,1.5,7.2,,,reviewed,tul,tul
2016-12-20T07:39:53.500Z,36.4437,-98.7829,6.899,2.6,ml,,67,,0.68,us,us200082qr,2017-03-16T02:31:30.040Z,"17 km SSE of Waynoka, Oklahoma",earthquake,1.6,5.6,,,reviewed,tul,tul
2016-12-20T05:03:26.100Z,36.4445,-98.7802,7.45,3.5,ml,,50,,0.23,us,us200082pw,2017-03-16T02:31:30.040Z,"17 km SSE of Waynoka, Oklahoma",earthquake,1.1,3.2,,,reviewed,tul,tul
2016-12-19T12:51:56.700Z,35.6702,-97.3972,6.565,2.8,ml,,22,,0.42,us,us200082k6,2017-03-16T02:31:29.040Z,"6 km W of Arcadia, Oklahoma",earthquake,0.7,5.6,,,reviewed,tul,tul
2016-12-19T08:31:49.400Z,36.535,-98.9638,5.442,2.8,ml,,82,,0.56,us,us200082ng,2017-03-16T02:31:29.040Z,"9 km SW of Waynoka, Oklahoma",earthquake,1.8,5.4,,,reviewed,tul,tul
2016-12-19T08:29:49.300Z,36.5359,-98.9646,5.638,3.1,ml,,76,,0.48,us,us200082ik,2017-03-16T02:31:29.040Z,"9 km SW of Waynoka, Oklahoma",earthquake,3,7.6,,,reviewed,tul,tul
2016-12-19T05:00:40.800Z,36.3571,-97.0913,7.498,2.5,ml,,26,,0.26,us,us200082hk,2017-03-16T02:31:29.040Z,"9 km NW of Morrison, Oklahoma",earthquake,1.1,2.2,,,reviewed,tul,tul
2016-12-18T11:38:31.200Z,36.4578,-98.7655,7.931,2.8,ml,,68,,0.58,us,us20008292,2017-03-16T02:31:27.040Z,"17 km SE of Waynoka, Oklahoma",earthquake,1.6,7,,,reviewed,tul,tul
2016-12-18T07:46:29.400Z,36.305,-96.6661,3.032,3,ml,,95,,0.53,us,us2000827b,2017-03-16T02:31:27.040Z,"7 km N of Maramec, Oklahoma",earthquake,1.4,6.7,,,reviewed,tul,tul
2016-12-18T07:43:01.700Z,35.6716,-97.4063,7.08,2.5,ml,,31,,0.3,us,us20008278,2017-03-16T02:31:27.040Z,"6 km ENE of Edmond, Oklahoma",earthquake,0.9,3.1,,,reviewed,tul,tul
2016-12-18T05:52:59.800Z,35.6707,-97.3981,6.739,3.7,ml,,23,,0.17,us,us2000825s,2020-03-20T01:39:04.259Z,"6 km W of Arcadia, Oklahoma",earthquake,1,3.4,,,reviewed,tul,tul
2016-12-18T01:03:20.000Z,36.3957,-97.3251,8.009,3.3,ml,,38,,0.39,us,us2000823h,2017-03-16T02:31:26.040Z,"12 km NNW of Perry, Oklahoma",earthquake,1.5,6.7,,,reviewed,tul,tul
2016-12-17T22:05:27.380Z,36.4344,-96.9698,2.25,2.5,mb_lg,,68,0.027,0.2,us,us20008223,2017-03-16T02:31:26.040Z,"15 km NNE of Morrison, Oklahoma",earthquake,1.7,7.1,0.193,7,reviewed,us,us
2016-12-17T19:24:16.800Z,36.7614,-98.0639,8.019,2.8,ml,,66,,0.31,us,us2000820z,2017-03-16T02:31:26.040Z,"7 km E of Nescatunga, Oklahoma",earthquake,1.5,4.2,,,reviewed,tul,tul
